,노선번호,구간,이정,연장,2017,2018,2019,2020,계,1~2종,3~12종,17~20년도_합계,startpoint,endpoint,startpoint_coor,endpoint_coor,rest_count,accident_count
568,,마도JCT~송산마도IC,18.6~21.5,2.9,55308.87963,55308.87963,55308.87963,55308.87963,"73,893",37822,10894,221235.5185,마도JCT,송산마도IC,"(37.1882753856595, 126.775745018827)","(37.2096927291568, 126.759801850646)",0,0
569,,송산마도IC~남안산IC,21.5~35.3,13.8,75440.0,74217.0,74163.0,74409.0,"77,203",39843,13233,298229.0,송산마도IC,남안산IC,"(37.2096927291568, 126.759801850646)","(37.3304224752977, 126.749998591163)",0,0
570,,남안산IC~군자JCT,35.3~42.6,7.3,62801.0,65649.0,65988.0,65411.0,"65,935",35324,13138,259849.0,남안산IC,군자JCT,"(37.3304224752977, 126.749998591163)","(37.3630054106323, 126.768588553383)",0,5
571,오산화성선,서오산JCT~안녕IC,0~2.6,2.6,44659.0,46667.0,49115.0,50123.0,"50,650",40952,5563,190564.0,서오산JCT,안녕IC,"(37.1764675357893, 126.998355958526)","(37.1955907326583, 127.013646732442)",0,1
572,용인서울선,흥덕IC~광교상현IC,0~3.2,3.2,72403.0,75111.0,94991.0,94014.0,"94,651",85728,5606,336519.0,흥덕IC,광교상현IC,"(37.2786918516755, 127.079345318541)","(37.2986303043939, 127.060580385778)",0,11
573,,광교상현IC~서수지IC,3.1~6.3,3.1,114320.0,99514.0,132985.0,130371.0,"131,512",119353,8735,477190.0,광교상현IC,서수지IC,"(37.2986303043939, 127.060580385778)","(37.3241567622167, 127.056656489507)",0,15
574,,서수지IC~서분당IC,6.3~10.5,4.2,119902.0,127951.0,141048.0,133815.0,"133,061",121066,8184,522716.0,서수지IC,서분당IC,"(37.3241567622167, 127.056656489507)","(37.361178751893, 127.062865670955)",0,0
575,,서분당IC~서판교IC,10.5~13.6,3.1,113779.0,120251.0,135836.0,130233.0,"123,488",111774,7021,500099.0,서분당IC,서판교IC,"(37.361178751893, 127.062865670955)","(37.3883676565773, 127.070043085453)",0,1
576,,서판교IC~금토JCT,13.6~16.3,2.7,74690.0,87568.0,64854.0,68270.0,"99,790",90739,6182,295382.0,서판교IC,금토JCT,"(37.3883676565773, 127.070043085453)","(37.4154245656139, 127.084934113492)",0,8
577,,금토JCT~고등IC,16.3~18.4,2.1,55308.87963,55308.87963,55308.87963,55308.87963,"62,146",56664,3685,221235.5185,금토JCT,고등IC,"(37.4154245656139, 127.084934113492)","(37.4277425113959, 127.090818509852)",0,0
578,,고등IC~헌릉IC,18.4~22.9,4.5,61876.0,57117.0,53521.0,56029.0,"51,291",47116,3025,228543.0,고등IC,헌릉IC,"(37.4277425113959, 127.090818509852)","(37.464848554996, 127.092518230166)",0,0
579,호남선지선,논산JCT~논산IC,0~5.5,5.5,37057.0,40814.0,42103.0,39816.0,"42,033",27780,4757,159790.0,논산JCT,논산IC,"(36.08193482543607, 127.10267530508318)","(36.1222797765661, 127.134421460347)",0,6
580,,논산IC~양촌하이패스IC,5.5~15.4,9.9,42734.0,45999.0,48150.0,45961.0,"47,584",31623,5341,182844.0,논산IC,양촌하이패스IC,"(36.1222797765661, 127.134421460347)","(36.1589364677896, 127.216330982898)",0,0
581,,양촌하이패스IC~계룡IC,15.4~28.1,12.7,40395.0,46636.0,48914.0,44664.0,"48,846",32542,5374,180609.0,양촌하이패스IC,계룡IC,"(36.1589364677896, 127.216330982898)","(36.2523741571275, 127.280044732071)",2,0
582,,계룡IC~서대전JCT,28.1~34.5,6.4,46123.0,49018.0,50760.0,50260.0,"49,100",33369,6147,196161.0,계룡IC,서대전JCT,"(36.2523741571275, 127.280044732071)","(36.2941357244878, 127.316017912129)",0,0
583,,서대전JCT~유성IC,34.5~42.9,8.4,53615.0,50282.0,55017.0,53938.0,"59,907",40507,8944,212852.0,서대전JCT,유성IC,"(36.2941357244878, 127.316017912129)","(36.364199419588, 127.331120292931)",0,0
584,,유성IC~유성JCT,42.9~45.8,2.9,63262.0,65340.0,66337.0,64635.0,"69,416",46952,10164,259574.0,유성IC,유성JCT,"(36.364199419588, 127.331120292931)","(36.3891296017114, 127.34004907163)",0,1
585,,유성JCT~북대전IC,45.8~50.4,4.6,62522.0,61880.0,67191.0,65653.0,"73,099",50005,8945,257246.0,유성JCT,북대전IC,"(36.3891296017114, 127.34004907163)","(36.4113319428757, 127.381433008124)",0,1
586,,북대전IC~회덕JCT,50.4~54,3.6,74643.0,73870.0,76990.0,78251.0,"87,778",60163,9415,303754.0,북대전IC,회덕JCT,"(36.4113319428757, 127.381433008124)","(36.4046768881614, 127.419317369344)",0,3
587,고창담양선,고창JCT~남고창IC,0~2.8,2.8,19365.0,16907.0,16554.0,15931.0,"17,941",12136,2170,68757.0,고창JCT,남고창IC,"(35.4171838332552, 126.652998288251)","(35.4007339158008, 126.678070608577)",0,0
588,,남고창IC~장성물류IC,2.8~12.8,10.0,19022.0,20773.0,20673.0,20183.0,"20,724",13990,2720,80651.0,남고창IC,장성물류IC,"(35.4007339158008, 126.678070608577)","(35.3502196448147, 126.761872687919)",0,2
589,,장성물류IC~장성JCT,12.8~17.4,4.6,18288.0,16611.0,19111.0,19702.0,"20,759",14016,2728,73712.0,장성물류IC,장성JCT,"(35.3502196448147, 126.761872687919)","(35.3299511946698, 126.804457243183)",0,0
590,,장성JCT~북광주IC,17.4~29.1,11.7,11622.0,12367.0,12952.0,13611.0,"15,112",9887,2114,50552.0,장성JCT,북광주IC,"(35.3299511946698, 126.804457243183)","(35.2610603132968, 126.894405662658)",0,4
591,,북광주IC~담양JCT,29.1~37.4,8.3,16928.0,19670.0,19448.0,18689.0,"19,943",13113,2559,74735.0,북광주IC,담양JCT,"(35.2610603132968, 126.894405662658)","(35.2519341239336, 126.969756334993)",0,0
592,,담양JCT~대덕JCT,37.4~42.5,5.1,10296.0,11576.0,11940.0,11414.0,"12,104",7776,1425,45226.0,담양JCT,대덕JCT,"(35.2519341239336, 126.969756334993)","(35.2464826, 127.035276)",0,0
593,대전남부순환선,서대전JCT~서대전IC,0~1.1,1.1,39045.0,41496.0,45186.0,41707.0,"44,607",34880,3448,167434.0,서대전JCT,서대전IC,"(36.2941357244878, 127.316017912129)","(36.2917510012561, 127.32747428983)",0,0
594,,서대전IC~안영IC,1.1~5.7,4.6,37654.0,37809.0,41874.0,39931.0,"41,024",30185,4461,157268.0,서대전IC,안영IC,"(36.2917510012561, 127.32747428983)","(36.2839225384283, 127.377276897722)",0,0
595,,안영IC~산내JCT,5.7~13.3,7.6,35568.0,30370.0,31160.0,30030.0,"32,728",22561,4596,127128.0,안영IC,산내JCT,"(36.2839225384283, 127.377276897722)","(36.2819966873156, 127.448534724104)",0,0
596,상주영천선,영천JCT~동영천IC,0~10.9,10.9,16074.0,17457.0,21214.0,21744.0,"20,331",12772,1851,76489.0,영천JCT,동영천IC,"(35.9189266250469, 129.005577558903)","(35.9948001199613, 128.957370079664)",0,0
597,,동영천IC~화산JCT,10.9~19.3,8.4,16657.0,18094.0,21510.0,22395.0,"21,849",13745,1983,78656.0,동영천IC,화산JCT,"(35.9948001199613, 128.957370079664)","(36.0236696327326, 128.894369935421)",0,2
598,,화산JCT~신녕IC,19.3~26.3,7.0,21141.0,24372.0,28184.0,29795.0,"29,627",18675,2688,103492.0,화산JCT,신녕IC,"(36.0236696327326, 128.894369935421)","(36.042651888332, 128.810994427184)",0,1
599,,신녕IC~동군위IC,26.3~41.7,15.4,22313.0,25888.0,29780.0,33300.0,"33,796",21266,3065,111281.0,신녕IC,동군위IC,"(36.042651888332, 128.810994427184)","(36.0972637457105, 128.661352686698)",2,0
600,,동군위IC~군위JCT,41.7~52.6,10.9,24279.0,26649.0,26949.0,27528.0,"26,743",16608,2396,105405.0,동군위IC,군위JCT,"(36.0972637457105, 128.661352686698)","(36.1622034101875, 128.548482249954)",0,3
601,,군위JCT~서군위하이패스IC,52.6~65.8,13.2,18923.0,19609.0,22589.0,27927.0,"28,204",18126,2885,89048.0,군위JCT,서군위하이패스IC,"(36.1622034101875, 128.548482249954)","(36.2463731714824, 128.479901535346)",0,0
602,,서군위하이패스IC~도개IC,65.8~81.9,16.1,20592.0,22932.0,28351.0,30752.0,"30,677",19742,3141,102627.0,서군위하이패스IC,도개IC,"(36.2463731714824, 128.479901535346)","(36.313630035391, 128.321948566821)",0,1
603,,도개IC~상주JCT,81.9~90.2,8.3,24930.0,25893.0,27429.0,32321.0,"30,834",19862,3172,110573.0,도개IC,상주JCT,"(36.313630035391, 128.321948566821)","(36.3660937799444, 128.239129255443)",2,0
604,,상주JCT~낙동JCT,90.2~94,3.8,32964.0,33173.0,39071.0,39729.0,"36,818",23605,3752,144937.0,상주JCT,낙동JCT,"(36.3660937799444, 128.239129255443)","(36.3660937799444, 128.239129255443)",0,0
605,수도권제2순환선(봉담),동탄JCT~북오산IC,0~3.7,3.7,57066.0,58612.0,60692.0,64654.0,"70,602",51673,9032,241024.0,동탄JCT,북오산IC,"(37.1775784604366, 127.095932338504)","(37.1836335780999, 127.056718029395)",0,20
606,,북오산IC~서오산JCT,3.7~9.3,5.6,52828.0,53724.0,61497.0,68937.0,"76,854",57879,9027,236986.0,북오산IC,서오산JCT,"(37.1836335780999, 127.056718029395)","(37.1764675357893, 126.998355958526)",0,3
607,수도권제2순환선(인천),시점IC~남청라IC,0~9.2,9.2,48363.0,63415.0,67733.0,76912.0,"76,458",48368,11787,256423.0,시점IC,남청라IC,"(37.446364333068, 126.632206619123)","(37.514769442323, 126.625600293236)",0,2
608,,남청라IC~북청라IC,9.2~14.3,5.1,46284.0,59450.0,64058.0,72888.0,"73,567",43714,14098,242680.0,남청라IC,북청라IC,"(37.514769442323, 126.625600293236)","(37.5592741963233, 126.623077929212)",0,0
609,,북청라IC~검단양촌IC,14.3~19.1,4.8,43477.0,56072.0,61185.0,68965.0,"71,017",42738,16444,229699.0,북청라IC,검단양촌IC,"(37.5592741963233, 126.623077929212)","(37.6006109294591, 126.618394195987)",0,0
610,,검단양촌IC~대곶IC,19.1~24.7,5.6,31911.0,38123.0,40660.0,45474.0,"44,969",26720,8730,156168.0,검단양촌IC,대곶IC,"(37.6006109294591, 126.618394195987)","(37.6476750461805, 126.603228006176)",0,1
611,,대곶IC~서김포통진IC,24.7~28.6,3.9,17321.0,21917.0,22624.0,27909.0,"26,053",16378,4791,89771.0,대곶IC,서김포통진IC,"(37.6476750461805, 126.603228006176)","(37.675086257717, 126.634426785404)",0,1
612,수도권제2순환선(봉담),화성JCT~남봉담IC,0~0.9,0.9,55308.87963,55308.87963,55308.87963,55308.87963,"19,444",12052,3031,221235.5185,화성JCT,남봉담IC,"(37.1979085, 126.9635012)","(37.19924199781369, 126.94803381465097)",0,0
613,,남봉담IC~남비봉팔탄IC,0.9~6.8,5.9,55308.87963,55308.87963,55308.87963,55308.87963,"26,246",18026,4572,221235.5185,남봉담IC,남비봉팔탄IC,"(37.19924199781369, 126.94803381465097)","(37.1991469553782, 126.88859979192753)",0,2
614,,남비봉팔탄IC~팔탄JCT,6.8~8.9,2.1,55308.87963,55308.87963,55308.87963,55308.87963,"25,610",17344,4345,221235.5185,남비봉팔탄IC,팔탄JCT,"(37.1991469553782, 126.88859979192753)","(37.191755191714925, 126.87211061901)",0,0
615,,팔탄JCT~화성IC,8.9~14,5.1,55308.87963,55308.87963,55308.87963,55308.87963,"24,998",16297,3692,221235.5185,팔탄JCT,화성IC,"(37.191755191714925, 126.87211061901)","(37.18935146302527, 126.8115710718589)",0,0
616,,화성IC~마도IC,14~15.8,1.8,55308.87963,55308.87963,55308.87963,55308.87963,"22,693",13701,3536,221235.5185,화성IC,마도IC,"(37.18935146302527, 126.8115710718589)","(37.1879689776856, 126.785449473473)",0,0
617,,마도IC~마도JCT,15.8~16.3,0.5,55308.87963,55308.87963,55308.87963,55308.87963,"10,101",6000,1580,221235.5185,마도IC,마도JCT,"(37.1879689776856, 126.785449473473)","(37.1882753856595, 126.775745018827)",0,0
618,중부내륙지선,현풍JCT~북현풍하이패스IC,0~3.1,3.1,34534.0,36268.0,34394.0,33231.0,"36,354",24416,5357,138427.0,현풍JCT,북현풍하이패스IC,"(35.6749585688799, 128.434790935077)","(35.70438657138569, 128.43731132860879)",2,0
619,,북현풍하이패스IC~달성IC,3.1~12.4,9.3,55308.87963,39389.0,38735.0,36273.0,"39,358",26228,5834,169705.8796,북현풍하이패스IC,달성IC,"(35.70438657138569, 128.43731132860879)","(35.7698652481956, 128.473745320855)",0,0
620,,달성IC~옥포JCT,12.4~15.3,2.9,46641.0,49472.0,49646.0,48942.0,"45,237",29798,5994,194701.0,달성IC,옥포JCT,"(35.7698652481956, 128.473745320855)","(35.7927230631025, 128.463672761968)",0,0
621,,옥포JCT~화원옥포IC,15.3~17.1,1.8,81784.0,82321.0,76890.0,73458.0,"88,710",59893,11658,314453.0,옥포JCT,화원옥포IC,"(35.7927230631025, 128.463672761968)","(35.8004394323713, 128.479088694494)",0,0
622,,화원옥포IC~유천하이패스IC,17.1~20.1,3.0,95422.0,92282.0,93640.0,95748.0,"102,819",68645,13889,377092.0,화원옥포IC,유천하이패스IC,"(35.8004394323713, 128.479088694494)","(35.8188440032486, 128.509883984976)",0,0
623,,유천하이패스IC~남대구IC,20.1~23.2,3.1,55308.87963,44916.0,46632.0,72191.0,"77,613",51515,10750,219047.8796,유천하이패스IC,남대구IC,"(35.8188440032486, 128.509883984976)","(35.8369731261124, 128.527739872116)",0,0
624,,남대구IC~서대구IC,23.2~28.1,4.9,40307.0,47109.0,48501.0,51261.0,"52,593",34945,7690,187178.0,남대구IC,서대구IC,"(35.8369731261124, 128.527739872116)","(35.8778938214523, 128.531049949088)",0,0
625,,서대구IC~금호JCT,28.1~30,1.9,126193.0,123205.0,130830.0,126685.0,"135,640",85630,20276,506913.0,서대구IC,금호JCT,"(35.8778938214523, 128.531049949088)","(35.8926208154639, 128.525211410393)",0,0
626,중앙선지선,김해JCT~대동JCT,0~9.1,9.1,55338.0,41888.0,43509.0,42148.0,"43,743",29943,5433,182883.0,김해JCT,대동JCT,"(35.2817692863646, 128.985103583385)","(35.2817692863646, 128.985103583385)",0,0
627,,대동JCT~물금IC,9.1~13.3,4.2,124979.0,121026.0,104367.0,98745.0,"100,851",66371,13883,449117.0,대동JCT,물금IC,"(35.2817692863646, 128.985103583385)","(35.3085336239177, 129.012141901249)",0,0
628,,물금IC~남양산IC,13.3~15.6,2.3,108344.0,83212.0,87299.0,85241.0,"85,806",56463,11808,364096.0,물금IC,남양산IC,"(35.3085336239177, 129.012141901249)","(35.3253152788186, 129.02538762982)",0,0
629,,남양산IC~양산JCT,15.6~17.4,1.8,113866.0,92271.0,83305.0,78527.0,"80,421",53532,25890,367969.0,남양산IC,양산JCT,"(35.3253152788186, 129.02538762982)","(35.3307763601126, 129.034606984977)",0,0
630,부산외곽순환선,진영JCT~진영IC,0~5.2,5.2,55308.87963,28312.0,30080.0,29753.0,"33,211",20511,4754,143453.8796,진영JCT,진영IC,"(35.2789407585007, 128.719814954569)","(35.299741864584, 128.767220971579)",0,7
631,,진영IC~한림IC,5.2~9.1,3.9,55308.87963,30271.0,33500.0,33773.0,"36,432",22490,5329,152852.8796,진영IC,한림IC,"(35.299741864584, 128.767220971579)","(35.2948481037932, 128.814276179488)",0,0
632,,한림IC~광재IC,9.1~17.3,8.2,55308.87963,32044.0,36227.0,37521.0,"38,463",24468,5211,161100.8796,한림IC,광재IC,"(35.2948481037932, 128.814276179488)","(35.3053300346724, 128.896585788471)",0,0
633,,광재IC~대감JCT,17.3~26.3,9.0,55308.87963,38061.0,46374.0,47673.0,"47,686",31374,6938,187416.8796,광재IC,대감JCT,"(35.3053300346724, 128.896585788471)","(35.2699102247091, 128.983772438181)",0,26
634,,대감JCT~김해가야하이패스IC,26.3~28.1,1.8,55308.87963,19834.0,60393.0,59182.0,"62,223",42351,8632,194717.8796,대감JCT,김해가야하이패스IC,"(35.2699102247091, 128.983772438181)","(35.2711357085524, 129.003023348898)",0,0
635,,김해가야하이패스IC~노포JCT,28.1~38,9.9,55308.87963,54222.0,59224.0,57470.0,"60,808",41031,7853,226224.8796,김해가야하이패스IC,노포JCT,"(35.2711357085524, 129.003023348898)","(35.2878485817516, 129.100627098174)",0,4
636,,노포JCT~금정IC,38~39.1,1.1,55308.87963,44398.0,51848.0,52002.0,"57,008",38040,7454,203556.8796,노포JCT,금정IC,"(35.2878485817516, 129.100627098174)","(35.2836618189915, 129.112115454388)",0,6
637,,금정IC~기장철마IC,39.1~43.3,4.2,55308.87963,47023.0,51750.0,53087.0,"57,473",37511,8798,207168.8796,금정IC,기장철마IC,"(35.2836618189915, 129.112115454388)","(35.283714704608, 129.150220829684)",0,1
